new_cases_per_million_nl,new_deaths_per_million_nl,new_cases_per_million_pl,new_deaths_per_million_pl,NL_retail_and_recreation,NL_grocery_and_pharmacy,NL_parks,NL_transit,NL_workplaces,NL_residential,PL_retail_and_recreation,PL_grocery_and_pharmacy,PL_parks,PL_transit,PL_workplaces,PL_residential
337.451,1.822,361.14,9.333,-36.0,0.0,10.0,-50.0,-32.0,12.0,-25.0,-1.0,-4.0,-35.0,-21.0,8.0
349.009,2.619,628.57,11.391,-25.0,8.0,30.0,-42.0,-28.0,10.0,-23.0,1.0,-8.0,-34.0,-20.0,8.0
419.892,1.879,684.294,8.932,-42.0,-3.0,4.0,-51.0,-30.0,13.0,-20.0,5.0,-6.0,-33.0,-20.0,8.0
432.646,2.619,652.229,10.513,-38.0,2.0,50.0,-45.0,-26.0,11.0,-22.0,6.0,-16.0,-33.0,-19.0,8.0
396.663,0.911,663.771,8.832,-43.0,1.0,47.0,-43.0,1.0,7.0,-38.0,-4.0,-6.0,-37.0,-4.0,6.0
356.467,0.854,548.208,3.538,-48.0,-3.0,37.0,-45.0,1.0,5.0,-58.0,-29.0,-31.0,-43.0,-8.0,7.0
316.727,0.854,365.781,1.631,-34.0,-1.0,31.0,-48.0,-31.0,11.0,-29.0,-3.0,-6.0,-38.0,-23.0,9.0
431.735,2.79,420.0,9.935,-32.0,6.0,51.0,-48.0,-31.0,11.0,-32.0,-4.0,-3.0,-39.0,-24.0,10.0
438.852,1.822,772.81,14.527,-31.0,4.0,73.0,-43.0,-27.0,10.0,-27.0,0.0,-1.0,-37.0,-24.0,9.0
430.767,1.48,856.81,13.047,-37.0,3.0,34.0,-48.0,-30.0,12.0,-21.0,7.0,21.0,-34.0,-24.0,8.0
500.91,1.366,881.774,11.165,-36.0,4.0,51.0,-44.0,-26.0,11.0,-21.0,9.0,23.0,-33.0,-23.0,8.0
423.707,1.651,796.821,11.24,-44.0,0.0,22.0,-46.0,-1.0,8.0,-43.0,-8.0,18.0,-35.0,-5.0,6.0
382.486,0.854,734.272,3.287,-49.0,-7.0,31.0,-45.0,-1.0,6.0,-31.0,101.0,18.0,-33.0,5.0,4.0
332.042,0.569,425.846,1.204,-28.0,0.0,85.0,-44.0,-30.0,10.0,-35.0,-7.0,-10.0,-41.0,-27.0,11.0
434.582,1.936,523.419,11.541,-23.0,8.0,153.0,-41.0,-30.0,10.0,-29.0,4.0,46.0,-36.0,-28.0,10.0
446.367,1.651,825.222,16.384,-23.0,8.0,152.0,-36.0,-27.0,8.0,-29.0,13.0,87.0,-28.0,-27.0,7.0
413.174,1.196,884.484,15.556,-32.0,9.0,62.0,-44.0,-29.0,10.0,-29.0,23.0,40.0,-31.0,-30.0,8.0
434.297,0.911,766.262,12.545,-34.0,11.0,67.0,-48.0,-39.0,12.0,-34.0,27.0,16.0,-40.0,-40.0,13.0
388.408,1.765,704.34,14.351,-38.0,12.0,74.0,-40.0,-1.0,6.0,-63.0,-29.0,-13.0,-50.0,-36.0,11.0
302.892,0.911,576.007,5.118,-59.0,-37.0,74.0,-43.0,0.0,4.0,-76.0,-47.0,15.0,-53.0,-13.0,3.0
315.474,0.399,248.914,1.606,-52.0,-34.0,11.0,-67.0,-81.0,22.0,-80.0,-83.0,14.0,-68.0,-85.0,22.0
362.047,1.139,206.889,1.505,-40.0,-1.0,7.0,-49.0,-31.0,12.0,-44.0,-10.0,-3.0,-40.0,-34.0,11.0
443.691,1.309,374.036,16.007,-41.0,-1.0,5.0,-47.0,-28.0,12.0,-42.0,-7.0,-11.0,-41.0,-29.0,11.0
434.695,1.082,699.749,23.986,-39.0,3.0,26.0,-48.0,-28.0,12.0,-39.0,-2.0,-7.0,-40.0,-27.0,11.0
437.485,2.277,715.029,19.269,-37.0,4.0,52.0,-43.0,-24.0,10.0,-32.0,6.0,17.0,-36.0,-24.0,9.0
468.059,1.309,624.53,18.792,-47.0,-2.0,2.0,-48.0,-3.0,9.0,-35.0,0.0,57.0,-27.0,-4.0,3.0
380.038,0.968,545.272,6.147,-46.0,-3.0,38.0,-43.0,-1.0,6.0,-25.0,10.0,116.0,-15.0,-2.0,2.0
380.608,1.139,301.477,1.505,-33.0,-2.0,33.0,-46.0,-29.0,11.0,-30.0,0.0,9.0,-36.0,-25.0,9.0
306.82,1.765,331.258,16.183,-30.0,7.0,71.0,-46.0,-29.0,11.0,-34.0,1.0,0.0,-39.0,-26.0,10.0
497.722,1.48,533.556,20.172,-33.0,4.0,57.0,-43.0,-26.0,10.0,-35.0,-1.0,-13.0,-39.0,-26.0,10.0
506.775,0.74,530.043,17.111,-36.0,4.0,44.0,-46.0,-27.0,11.0,-35.0,0.0,-22.0,-39.0,-25.0,11.0
471.874,0.683,447.749,14.953,-34.0,5.0,85.0,-41.0,-24.0,9.0,-36.0,3.0,-22.0,-39.0,-23.0,10.0
484.399,1.765,396.065,15.48,-38.0,2.0,93.0,-36.0,0.0,6.0,-38.0,0.0,12.0,-34.0,-4.0,5.0
405.203,0.683,304.864,5.194,-37.0,0.0,115.0,-31.0,2.0,3.0,-39.0,-5.0,53.0,-26.0,-2.0,4.0
388.522,1.253,183.204,2.534,-30.0,2.0,67.0,-44.0,-29.0,10.0,-26.0,2.0,41.0,-31.0,-21.0,7.0
482.521,1.537,231.928,15.079,-24.0,12.0,123.0,-41.0,-27.0,10.0,-25.0,6.0,56.0,-28.0,-21.0,7.0
547.255,1.025,349.297,18.541,-29.0,8.0,79.0,-41.0,-25.0,9.0,-23.0,7.0,56.0,-28.0,-20.0,6.0
524.367,1.082,320.219,17.437,-33.0,7.0,59.0,-45.0,-26.0,11.0,-26.0,8.0,17.0,-32.0,-20.0,7.0
459.007,0.797,272.624,13.523,-31.0,8.0,104.0,-39.0,-23.0,8.0,-29.0,9.0,7.0,-32.0,-18.0,7.0
456.274,1.253,238.602,12.921,-37.0,6.0,101.0,-34.0,1.0,5.0,-32.0,1.0,51.0,-25.0,1.0,2.0
352.994,0.626,181.247,4.842,-36.0,4.0,105.0,-34.0,1.0,4.0,-18.0,115.0,37.0,-23.0,10.0,2.0
304.144,0.74,86.986,0.552,-12.0,20.0,149.0,-43.0,-44.0,10.0,-25.0,0.0,18.0,-31.0,-18.0,6.0
492.427,1.765,143.287,11.541,-19.0,4.0,296.0,-48.0,-76.0,17.0,-22.0,7.0,51.0,-27.0,-18.0,6.0
414.313,0.626,223.122,15.957,-11.0,8.0,124.0,-38.0,-31.0,8.0,-18.0,12.0,69.0,-24.0,-18.0,5.0
441.698,1.139,211.405,13.548,-29.0,2.0,20.0,-49.0,-33.0,12.0,-17.0,25.0,51.0,-23.0,-18.0,5.0
327.886,1.366,170.333,10.763,-24.0,7.0,70.0,-41.0,-29.0,9.0,-9.0,49.0,53.0,-19.0,-21.0,2.0
313.596,1.196,162.455,10.588,-23.0,7.0,95.0,-31.0,1.0,4.0,-67.0,-72.0,81.0,-37.0,-39.0,5.0
523.058,0.171,115.814,3.613,-25.0,3.0,92.0,-33.0,3.0,3.0,-51.0,-7.0,-4.0,-44.0,-15.0,4.0
440.389,0.968,63.301,0.928,-6.0,8.0,119.0,-44.0,-40.0,9.0,-60.0,-74.0,86.0,-57.0,-82.0,20.0
414.085,1.822,57.606,0.703,-20.0,2.0,58.0,-50.0,-41.0,12.0,0.0,28.0,55.0,-20.0,-25.0,5.0
386.7,1.366,97.824,8.756,-12.0,11.0,94.0,-47.0,-43.0,11.0,-8.0,15.0,23.0,-22.0,-18.0,4.0
426.155,1.366,161.251,12.821,-16.0,9.0,87.0,-45.0,-39.0,11.0,-7.0,18.0,40.0,-20.0,-16.0,4.0
421.43,1.196,151.717,11.341,-17.0,10.0,116.0,-40.0,-34.0,8.0,-12.0,17.0,13.0,-24.0,-15.0,5.0
373.662,1.651,119.703,10.563,-28.0,10.0,48.0,-38.0,0.0,5.0,-14.0,11.0,56.0,-14.0,6.0,0.0
333.523,0.228,96.746,3.663,-24.0,1.0,101.0,-24.0,19.0,0.0,-7.0,39.0,174.0,1.0,9.0,-3.0
314.336,0.968,50.957,0.552,-13.0,4.0,99.0,-40.0,-33.0,9.0,-1.0,13.0,105.0,-16.0,-16.0,2.0
362.161,2.448,77.703,7.577,-11.0,12.0,103.0,-41.0,-32.0,10.0,-1.0,19.0,132.0,-14.0,-15.0,2.0
342.575,0.911,104.348,8.606,-4.0,19.0,175.0,-32.0,-29.0,5.0,-1.0,20.0,101.0,-14.0,-16.0,2.0
313.994,0.797,85.882,8.581,-14.0,-8.0,237.0,-48.0,-77.0,17.0,-2.0,21.0,73.0,-15.0,-15.0,3.0
253.416,0.569,81.591,7.276,-9.0,15.0,160.0,-41.0,-52.0,12.0,-7.0,21.0,46.0,-18.0,-15.0,3.0
252.846,0.74,72.685,7.477,-26.0,4.0,87.0,-33.0,-3.0,5.0,-5.0,12.0,109.0,-3.0,5.0,-3.0
161.068,0.74,54.394,1.38,-27.0,4.0,61.0,-32.0,6.0,3.0,-16.0,13.0,66.0,-10.0,8.0,0.0
303.803,0.399,27.875,0.276,-17.0,6.0,56.0,-40.0,-28.0,9.0,-3.0,12.0,51.0,-16.0,-13.0,2.0
259.849,0.968,43.505,6.147,-11.0,15.0,106.0,-38.0,-26.0,9.0,-7.0,14.0,39.0,-17.0,-13.0,4.0
264.803,0.854,58.634,8.28,-17.0,7.0,68.0,-37.0,-24.0,8.0,-3.0,16.0,57.0,-15.0,-12.0,2.0
237.303,1.025,52.437,6.272,-13.0,13.0,76.0,-39.0,-25.0,8.0,0.0,21.0,86.0,-15.0,-11.0,2.0
180.596,0.683,42.151,4.792,-19.0,13.0,76.0,-36.0,-22.0,7.0,-3.0,21.0,79.0,-11.0,-10.0,1.0
194.83,1.082,38.011,4.792,-25.0,13.0,44.0,-37.0,3.0,5.0,-10.0,11.0,56.0,-11.0,7.0,0.0
153.723,0.399,26.996,1.154,-25.0,-13.0,109.0,-29.0,4.0,3.0,-10.0,11.0,95.0,-7.0,10.0,-1.0
140.173,0.569,14.025,0.427,-10.0,-8.0,71.0,-57.0,-79.0,19.0,3.0,18.0,91.0,-10.0,-12.0,1.0
157.937,0.74,25.24,3.789,-11.0,19.0,57.0,-40.0,-26.0,8.0,-2.0,21.0,41.0,-16.0,-13.0,4.0
189.934,0.569,31.688,5.244,-13.0,14.0,55.0,-37.0,-22.0,8.0,7.0,30.0,84.0,-8.0,-12.0,0.0
219.881,0.911,30.158,3.387,-17.0,12.0,46.0,-40.0,-23.0,9.0,3.0,20.0,86.0,-10.0,-12.0,2.0
192.894,0.854,23.659,2.935,-8.0,13.0,138.0,-29.0,-18.0,5.0,2.0,22.0,68.0,-10.0,-9.0,1.0
154.805,0.455,19.47,3.136,-12.0,11.0,144.0,-20.0,10.0,2.0,-2.0,12.0,78.0,-5.0,12.0,-1.0
116.431,0.342,14.527,1.405,5.0,16.0,187.0,-11.0,17.0,-1.0,8.0,23.0,106.0,0.0,16.0,-2.0
132.088,0.114,8.355,0.176,4.0,13.0,149.0,-33.0,-24.0,6.0,13.0,23.0,93.0,-6.0,-9.0,-1.0
143.532,0.512,14.677,2.785,6.0,22.0,198.0,-32.0,-24.0,6.0,24.0,32.0,131.0,-1.0,-10.0,0.0
155.716,0.683,16.534,3.211,2.0,17.0,205.0,-28.0,-22.0,5.0,27.0,57.0,139.0,5.0,-12.0,-5.0
136.472,0.797,14.176,2.283,-9.0,15.0,109.0,-37.0,-23.0,8.0,-26.0,-59.0,336.0,-30.0,-81.0,13.0
121.1,0.455,8.004,0.652,-10.0,13.0,141.0,-31.0,-18.0,5.0,14.0,28.0,187.0,-18.0,-46.0,6.0
88.078,0.512,10.362,0.953,-13.0,9.0,91.0,-27.0,8.0,3.0,-2.0,9.0,181.0,-4.0,1.0,-4.0
78.854,0.228,7.828,0.326,1.0,10.0,149.0,-16.0,16.0,0.0,27.0,43.0,192.0,21.0,17.0,-8.0
81.075,0.171,4.817,0.201,4.0,14.0,138.0,-34.0,-23.0,6.0,10.0,24.0,107.0,-4.0,-6.0,-1.0
98.212,0.854,10.061,2.384,7.0,21.0,173.0,-32.0,-22.0,6.0,8.0,25.0,122.0,-5.0,-5.0,0.0
89.33,0.285,14.05,2.71,4.0,17.0,166.0,-29.0,-20.0,4.0,13.0,27.0,118.0,-3.0,-4.0,-1.0
78.854,0.342,9.484,2.108,-1.0,16.0,134.0,-34.0,-21.0,6.0,15.0,29.0,123.0,-1.0,-3.0,-2.0
69.005,0.171,8.53,1.706,-5.0,13.0,156.0,-29.0,-18.0,3.0,10.0,27.0,104.0,-2.0,-1.0,-2.0
59.497,0.057,5.921,1.179,-10.0,8.0,142.0,-21.0,8.0,1.0,1.0,13.0,84.0,-2.0,12.0,-3.0
48.508,0.114,5.67,0.276,2.0,15.0,181.0,-13.0,15.0,-2.0,9.0,23.0,89.0,0.0,15.0,-2.0
59.326,0.228,3.487,0.025,2.0,14.0,157.0,-33.0,-24.0,5.0,10.0,21.0,101.0,-4.0,-3.0,-1.0
58.472,0.057,5.294,1.305,5.0,22.0,167.0,-33.0,-22.0,6.0,10.0,25.0,123.0,-4.0,-2.0,-1.0
61.205,0.228,6.072,1.556,1.0,15.0,197.0,-29.0,-21.0,4.0,15.0,26.0,131.0,-3.0,-4.0,-2.0
50.956,0.171,5.394,1.154,-10.0,13.0,114.0,-37.0,-23.0,6.0,14.0,27.0,144.0,-3.0,-5.0,-2.0
39.228,0.057,4.767,1.204,-11.0,7.0,116.0,-32.0,-20.0,5.0,8.0,25.0,131.0,-4.0,-5.0,-3.0
40.253,0.171,4.215,1.029,-10.0,11.0,114.0,-23.0,7.0,1.0,-2.0,13.0,160.0,3.0,8.0,-6.0
31.826,0.0,3.337,0.125,-3.0,8.0,105.0,-20.0,17.0,-1.0,15.0,36.0,160.0,9.0,13.0,-7.0
39.342,0.057,1.832,0.025,-10.0,6.0,54.0,-38.0,-26.0,7.0,10.0,21.0,111.0,-9.0,-8.0,-1.0
37.52,0.171,4.767,0.728,1.0,16.0,122.0,-36.0,-23.0,6.0,7.0,22.0,98.0,-10.0,-9.0,1.0
40.025,0.228,4.065,0.878,1.0,13.0,119.0,-32.0,-21.0,5.0,12.0,26.0,103.0,-7.0,-8.0,0.0
37.007,0.114,3.613,0.602,0.0,12.0,114.0,-34.0,-22.0,6.0,11.0,22.0,98.0,-9.0,-9.0,0.0
31.826,0.285,3.362,0.903,-4.0,9.0,119.0,-29.0,-19.0,4.0,14.0,25.0,110.0,-1.0,-7.0,-2.0
28.353,0.0,2.484,0.527,-4.0,6.0,122.0,-17.0,8.0,0.0,1.0,9.0,145.0,5.0,11.0,-5.0
31.713,0.057,1.731,0.125,-1.0,10.0,114.0,-16.0,15.0,-1.0,59.0,167.0,162.0,19.0,30.0,-8.0
31.314,0.0,1.28,0.0,2.0,11.0,101.0,-34.0,-25.0,6.0,10.0,15.0,139.0,-8.0,-15.0,-1.0
36.153,0.228,3.061,0.652,2.0,15.0,98.0,-36.0,-24.0,5.0,6.0,18.0,148.0,-11.0,-16.0,-1.0
47.199,0.0,2.534,0.401,-2.0,10.0,69.0,-34.0,-22.0,5.0,11.0,20.0,122.0,-10.0,-16.0,-1.0
53.575,0.171,2.459,0.577,0.0,11.0,80.0,-33.0,-23.0,6.0,12.0,23.0,125.0,-7.0,-17.0,1.0
64.051,0.399,2.434,0.527,2.0,10.0,137.0,-26.0,-20.0,3.0,5.0,20.0,98.0,-10.0,-15.0,0.0
69.289,0.057,2.71,0.452,-5.0,5.0,127.0,-13.0,8.0,0.0,1.0,12.0,129.0,4.0,6.0,-4.0
86.484,0.0,1.38,0.025,2.0,9.0,89.0,-15.0,13.0,0.0,25.0,36.0,165.0,15.0,13.0,-5.0
126.167,0.057,0.953,0.025,7.0,14.0,101.0,-33.0,-26.0,6.0,15.0,22.0,140.0,-7.0,-18.0,0.0
207.754,0.057,2.384,0.251,7.0,18.0,112.0,-33.0,-25.0,6.0,12.0,24.0,182.0,-7.0,-18.0,0.0
309.326,0.171,2.509,0.477,9.0,16.0,133.0,-28.0,-23.0,5.0,13.0,23.0,152.0,-8.0,-19.0,0.0
394.386,0.114,2.333,0.527,5.0,13.0,115.0,-31.0,-25.0,5.0,14.0,25.0,151.0,-7.0,-19.0,0.0
585.458,0.114,1.857,0.427,3.0,11.0,154.0,-26.0,-23.0,3.0,6.0,23.0,108.0,-9.0,-18.0,0.0
530.801,0.057,2.133,0.176,-7.0,6.0,121.0,-17.0,6.0,1.0,9.0,18.0,179.0,13.0,7.0,-7.0
480.585,0.0,1.656,0.025,6.0,12.0,125.0,-15.0,12.0,-1.0,32.0,49.0,192.0,20.0,13.0,-7.0
445.456,0.057,1.104,0.0,6.0,13.0,132.0,-35.0,-32.0,6.0,15.0,23.0,135.0,-6.0,-21.0,0.0
594.112,0.171,2.358,0.326,5.0,18.0,124.0,-36.0,-31.0,7.0,15.0,26.0,199.0,-6.0,-21.0,0.0
625.255,0.057,2.183,0.151,3.0,12.0,117.0,-34.0,-29.0,6.0,16.0,24.0,166.0,-7.0,-21.0,0.0
643.361,0.171,2.634,0.301,-5.0,9.0,85.0,-38.0,-31.0,8.0,17.0,27.0,176.0,-5.0,-21.0,-1.0
628.33,0.114,2.258,0.351,-2.0,9.0,154.0,-31.0,-29.0,5.0,10.0,23.0,145.0,-5.0,-20.0,-1.0
577.317,0.0,2.86,0.176,-9.0,5.0,175.0,-14.0,4.0,-1.0,5.0,15.0,181.0,14.0,5.0,-6.0
505.237,0.057,1.731,0.075,6.0,11.0,193.0,-10.0,11.0,-2.0,35.0,51.0,196.0,25.0,13.0,-7.0
382.145,0.114,1.681,0.0,11.0,14.0,186.0,-37.0,-38.0,6.0,20.0,26.0,171.0,-3.0,-22.0,-1.0
393.247,0.285,2.584,0.1,18.0,21.0,238.0,-34.0,-38.0,6.0,17.0,26.0,191.0,-5.0,-22.0,1.0
355.329,0.171,3.111,0.075,13.0,13.0,226.0,-31.0,-35.0,4.0,21.0,26.0,197.0,-2.0,-22.0,0.0
364.267,0.171,3.061,0.226,7.0,13.0,179.0,-36.0,-37.0,6.0,20.0,28.0,201.0,-3.0,-21.0,0.0
299.988,0.171,2.71,0.1,2.0,9.0,186.0,-32.0,-35.0,4.0,13.0,26.0,177.0,-3.0,-21.0,-1.0
261.5,0.228,2.961,0.151,-13.0,1.0,129.0,-20.0,0.0,1.0,5.0,15.0,218.0,17.0,6.0,-8.0
219.255,0.228,2.007,0.025,4.0,7.0,129.0,-17.0,10.0,-1.0,34.0,57.0,201.0,26.0,13.0,-8.0
226.201,0.057,1.857,0.0,9.0,11.0,161.0,-41.0,-45.0,8.0,19.0,26.0,179.0,-4.0,-24.0,0.0
197.051,0.171,2.685,0.176,12.0,16.0,179.0,-40.0,-44.0,9.0,17.0,26.0,209.0,-6.0,-24.0,1.0
252.163,0.455,3.462,0.075,8.0,9.0,165.0,-38.0,-42.0,7.0,19.0,26.0,198.0,-5.0,-24.0,1.0
193.805,0.171,4.14,0.125,7.0,10.0,158.0,-39.0,-43.0,8.0,22.0,30.0,223.0,-1.0,-23.0,0.0
167.103,0.342,3.914,0.05,-5.0,3.0,142.0,-37.0,-41.0,6.0,15.0,27.0,187.0,-1.0,-22.0,-1.0
131.177,0.342,3.839,0.05,-15.0,-1.0,103.0,-24.0,-2.0,2.0,8.0,16.0,199.0,20.0,5.0,-7.0
119.221,0.114,2.258,0.0,-6.0,1.0,94.0,-22.0,6.0,0.0,27.0,51.0,143.0,24.0,9.0,-5.0
124.345,0.0,2.283,0.0,15.0,11.0,202.0,-38.0,-49.0,8.0,23.0,27.0,165.0,-3.0,-26.0,1.0
160.385,0.171,4.115,0.1,18.0,15.0,237.0,-37.0,-48.0,8.0,21.0,26.0,210.0,-3.0,-26.0,2.0
192.553,0.399,4.115,0.1,12.0,7.0,215.0,-34.0,-46.0,6.0,23.0,26.0,192.0,-5.0,-25.0,1.0
167.957,0.626,4.416,0.151,7.0,9.0,180.0,-38.0,-48.0,8.0,18.0,25.0,152.0,-8.0,-26.0,2.0
138.066,0.455,4.315,0.151,-6.0,3.0,141.0,-38.0,-45.0,7.0,12.0,23.0,123.0,-8.0,-25.0,2.0
131.974,0.512,4.516,0.1,-14.0,-2.0,122.0,-19.0,-3.0,1.0,11.0,15.0,220.0,19.0,5.0,-7.0
115.349,0.114,3.061,0.0,-1.0,4.0,105.0,-19.0,7.0,0.0,41.0,64.0,191.0,28.0,13.0,-6.0
123.036,0.114,1.606,0.0,12.0,10.0,165.0,-41.0,-50.0,9.0,26.0,28.0,204.0,0.0,-24.0,0.0
123.149,0.569,4.993,0.0,18.0,16.0,229.0,-38.0,-49.0,9.0,24.0,29.0,205.0,-2.0,-24.0,1.0
148.428,0.569,4.918,0.1,15.0,8.0,268.0,-31.0,-47.0,5.0,31.0,31.0,212.0,0.0,-24.0,0.0
154.862,0.399,5.595,0.05,8.0,9.0,243.0,-35.0,-49.0,7.0,22.0,35.0,236.0,1.0,-24.0,-1.0
133.398,0.399,4.867,0.151,0.0,5.0,206.0,-33.0,-46.0,5.0,12.0,34.0,202.0,-1.0,-24.0,-1.0
130.323,0.399,5.294,0.05,-10.0,0.0,178.0,-12.0,-2.0,-1.0,6.0,21.0,226.0,22.0,5.0,-8.0
128.046,0.171,3.713,0.0,9.0,7.0,193.0,-6.0,12.0,-3.0,35.0,63.0,225.0,34.0,12.0,-9.0
131.291,0.342,3.211,0.0,7.0,10.0,136.0,-39.0,-48.0,9.0,16.0,29.0,165.0,-2.0,-24.0,0.0
160.499,0.342,5.394,0.176,8.0,12.0,147.0,-39.0,-47.0,10.0,16.0,31.0,145.0,-6.0,-24.0,2.0
146.55,0.455,5.194,0.025,9.0,10.0,175.0,-33.0,-42.0,7.0,19.0,30.0,172.0,-3.0,-21.0,1.0
128.786,0.342,4.918,0.1,3.0,8.0,126.0,-37.0,-44.0,9.0,18.0,31.0,180.0,-3.0,-21.0,1.0
138.693,0.342,5.319,0.1,3.0,8.0,170.0,-30.0,-41.0,5.0,10.0,27.0,146.0,-4.0,-21.0,0.0
139.661,0.455,5.57,0.025,-6.0,1.0,170.0,-8.0,1.0,-1.0,7.0,18.0,204.0,18.0,7.0,-6.0
136.074,0.342,4.642,0.0,-3.0,8.0,67.0,-18.0,11.0,1.0,34.0,84.0,201.0,30.0,17.0,-7.0
138.75,0.171,2.685,0.0,16.0,15.0,168.0,-32.0,-39.0,6.0,10.0,23.0,94.0,-9.0,-21.0,2.0
165.452,0.683,5.821,0.201,22.0,20.0,222.0,-28.0,-38.0,6.0,11.0,26.0,116.0,-9.0,-20.0,3.0
150.421,0.569,5.846,0.125,16.0,14.0,189.0,-25.0,-35.0,5.0,18.0,28.0,149.0,-2.0,-18.0,1.0
163.687,0.512,5.394,0.075,8.0,13.0,121.0,-31.0,-36.0,6.0,13.0,29.0,102.0,-6.0,-19.0,2.0
139.49,0.171,6.373,0.075,3.0,10.0,127.0,-27.0,-33.0,5.0,9.0,26.0,97.0,-6.0,-17.0,1.0
132.373,0.569,7.251,0.125,-5.0,5.0,108.0,-12.0,5.0,0.0,5.0,14.0,143.0,10.0,10.0,-4.0
125.028,0.171,5.093,0.0,-4.0,8.0,53.0,-15.0,13.0,1.0,60.0,199.0,80.0,17.0,27.0,-4.0
133.796,0.228,3.864,0.0,10.0,15.0,113.0,-26.0,-33.0,6.0,8.0,17.0,48.0,-8.0,-16.0,3.0
163.231,0.683,7.151,0.125,12.0,20.0,140.0,-24.0,-31.0,6.0,10.0,25.0,52.0,-8.0,-16.0,4.0
159.417,0.228,9.183,0.326,7.0,15.0,125.0,-20.0,-29.0,4.0,22.0,38.0,99.0,5.0,-17.0,2.0
146.265,0.455,9.434,0.226,5.0,13.0,115.0,-23.0,-30.0,5.0,11.0,33.0,107.0,6.0,-13.0,-1.0
154.463,0.512,9.057,0.125,3.0,10.0,155.0,-16.0,-27.0,2.0,8.0,29.0,110.0,6.0,-11.0,-3.0
135.163,0.569,9.735,0.176,-5.0,6.0,140.0,-8.0,7.0,-1.0,5.0,18.0,148.0,8.0,10.0,-4.0
120.417,0.114,8.104,0.0,9.0,13.0,161.0,1.0,16.0,-2.0,27.0,101.0,160.0,19.0,17.0,-5.0
141.255,0.171,4.566,0.0,7.0,14.0,135.0,-18.0,-30.0,4.0,9.0,27.0,97.0,3.0,-12.0,-2.0
160.555,0.455,10.161,0.326,12.0,18.0,182.0,-17.0,-28.0,4.0,6.0,29.0,116.0,2.0,-12.0,-1.0
136.358,0.399,13.323,0.276,10.0,14.0,218.0,-12.0,-26.0,2.0,10.0,30.0,121.0,5.0,-12.0,-2.0
154.463,0.171,12.821,0.151,0.0,12.0,119.0,-20.0,-27.0,4.0,10.0,32.0,135.0,5.0,-12.0,-2.0
125.142,0.228,13.272,0.201,-5.0,8.0,104.0,-17.0,-24.0,3.0,10.0,32.0,128.0,6.0,-11.0,-3.0
1.253,0.342,13.323,0.201,-8.0,6.0,99.0,-11.0,6.0,0.0,7.0,19.0,160.0,14.0,8.0,-5.0
218.116,0.0,11.943,0.0,6.0,12.0,114.0,-6.0,14.0,-1.0,23.0,99.0,134.0,19.0,14.0,-4.0
115.52,0.285,6.774,0.0,2.0,12.0,99.0,-19.0,-28.0,4.0,7.0,28.0,77.0,0.0,-11.0,-1.0
135.277,0.626,13.448,0.201,5.0,16.0,122.0,-19.0,-27.0,4.0,6.0,29.0,101.0,1.0,-12.0,0.0
119.449,0.399,19.269,0.527,1.0,15.0,90.0,-18.0,-26.0,4.0,9.0,29.0,105.0,3.0,-12.0,-1.0
123.548,0.455,18.165,0.251,-1.0,10.0,90.0,-21.0,-28.0,3.0,4.0,28.0,68.0,-2.0,-13.0,-1.0
114.837,0.569,16.358,0.226,-1.0,8.0,120.0,-16.0,-26.0,2.0,2.0,27.0,48.0,-3.0,-12.0,0.0
94.682,0.228,19.971,0.351,-3.0,4.0,127.0,-7.0,3.0,-1.0,-2.0,13.0,49.0,-5.0,3.0,0.0
76.691,0.171,13.548,0.025,11.0,11.0,123.0,-5.0,10.0,-2.0,-6.0,75.0,45.0,-1.0,6.0,0.0
96.219,0.569,9.133,0.0,2.0,13.0,89.0,-23.0,-27.0,4.0,3.0,22.0,42.0,-5.0,-8.0,0.0
